tweet_id,content,post_date,relevant,final_stance,final_sentiment,final_children
B4489,"O @minsaude atualiza a situação do #coronavírus no Brasil 🇧🇷 - 19/04:\n\n▶️ 38.654 pacientes diagnosticados\n▶️ 2.462 óbitos\n▶️ 14.062 pacientes internados\n▶️ 22.130 recuperados\n\n#COVID19 ",2020-04-19,0,"","",""
B2627,"Gafanhoto com CLOROQUINA...",2020-06-29,1,,unclear,
B4316,"@CarmilatiRenato @republica_ctba Curitiba nao merece essa reeleicao. Prefeito contra os curitibanos nao adotou tratamento precoce. Temos q apoiar @marisa_lobo bolsonarista!",2020-10-11,1,unclear,negative,false
A23,"A VACINA CHINESA DE JOÃO DORIA\n\n- Para o meu Governo, qualquer vacina, antes de ser disponibilizada à população, deverá ser COMPROVADA CIENTIFICAMENTE PELO MINISTÉRIO DA SAÚDE e CERTIFICADA PELA ANVISA.\n\n- O povo brasileiro NÃO SERÁ COBAIA DE NINGUÉM. (continua).",2020-10-21,1,unfavorable,negative,false
B1165,"⚠️ É hora de acabar com essa farra!\n.\n#umjeitonovodefazerpolitica #coronelnyltonrodrigues #patriciabortolon #sejanovo #vitória #vamosemfrentejuntos #nyltonrodrigues #contecomonovo #onovocontacomvoce #tôcomnylton #vitóriaes ",2020-09-14,0,"","",""
B2974,"Outubro é o mês de conscientização da importância da prevenção e do diagnóstico precoce do câncer de mama. Eu apoio esta causa e encorajo a todos para que façam o autoexame regularmente e, sempre que necessário, busquem orientação médica. 💗 ",2020-10-01,0,"","",""
B877,"Votamos a favor da PEC que adia as eleições municipais deste ano, de outubro para novembro, seguindo orientações das autoridades sanitárias e do TSE. Infelizmente, ainda não estamos em segurança, por conta da pandemia. #eleições2020",2020-07-02,0,"","",""
B2941,"É preciso qualificar os gastos com a saúde pública, integrando investimentos em outras áreas prioritárias, como esgotamento sanitário, emprego e renda, moradia digna, lazer… Se você não compõe a saúde com esses… ",2020-08-19,0,"","",""
B5019,"Sabia que novembro é o mês da conscientização do combate ao câncer de próstata? É muito importante que os homens façam seus exames e diagnóstico precoce. Apoiamos essa causa! #NovembroAzul ",2020-11-02,0,"","",""
A459,"O ministro reforçou o Plano Nacional de Vacinação, destacou a reunião que teve com o governador Camilo Santana e nos garantiu que as vacinas chegarão aos Estados logo após a aprovação pela Anvisa. O presidente do PSD no Ceará, Domingos Filho, esteve conosco durante o encontro.",2020-12-17,1,favorable,positive,false
B4209,"Depois da Itália agora é a vez da França ampliar o uso da hidroxicloroquina, um remédio barato e eficiente no combate ao COVID-19. Medida se dá através de decreto.\n\n*Via @conexaopolitica :\n",2020-05-12,1,unclear,positive,false
B2850,"Impressionante a informação de termos mais casos de dengue no Rio Grande do Sul do que de Coronavirus. Mais de 400 novos casos de dengue só na última semana. E 3 novos óbitos 😒",2020-04-25,0,"","",""
B2466,"Médica Nise Yamaguchi afirma que criou-se uma espécie de pandemia do medo em torno da cloroquina, expondo pacientes a um sofrimento desnecessário. ",2020-07-04,1,unclear,negative,false
B5184,"#EscolaBemCuidada\nNossas escolas e CMEIs estão recebendo 800 novos computadores que havíamos anunciado, em fevereiro, durante o Fórum de Gestores da educação. Além da chamada online, permitirão mais agilidade nas tarefas administrativas e pedagógicas no dia a dia das unidades ",2020-07-21,0,"","",""
A934,"Três ex-presidentes do Brasil irão testar a vacina da China. FHC, Temer e Sarney furarão a fila? ",2020-12-18,1,unclear,negative,false
A1810,"O mundo iniciando a vacinação na Rússia, China, Reino Unido e até nos EUA que experimentou com Trump a negação da ciência e da medicina. E o Brasil? Sem plano de vacinação e lutando até sexta contra a vacina, sob o comando de lunáticos! Que país é esse?",2020-12-13,1,favorable,negative,false
B5764,"4 – O governo queria que o auxílio a estados e municípios acabasse em \njunho. Com a proposta aprovada, Estados e municípios vão receber, no mínimo, os mesmos valores de FPE e FPM de 2019 para enfrentar as ameaças sanitárias e econômicas e atenderem a população.",2020-07-30,0,"","",""
B4700,"Se na orla de Salvador, a mortalidade materna não é um problema grave, eu tenho que investir mais onde o problema é mais grave para garantir a #igualdade na nossa cidade. Os dados precisam ser referência para ação! #BoteFéNaIgualdade #PlanoDeGovernoOlívia",2020-07-08,0,"","",""
B5039,"Agora que estamos no pico pandêmico é muito fácil o governador jogar no colo dos prefeitos a sua paralisia. Um governo de escândalos e ausente, que se mostrou inapto a liderar a crise sanitária, assim como outros aventureiros eleitos nas últimas eleições. ",2020-07-17,0,"","",""
B1980,"O anterior deixou a pasta por seguir os protocolos de saúde e a ciência. Poderia ser pior se não fosse a ação dos prefeitos, governadores, nossos profissionais da saúde e do SUS. Hoje o Brasil tem mais de 100 mil mortes. Só perde para os Estados Unidos com 164 mil óbitos.",2020-08-09,0,"","",""
B6297,"11.#VAMOSKOMBINAR com @zericardoam e @marklizepsol os pescadores terão o apoio da Prefeitura e seu trabalho será valorizado. O terminal pesqueiro vai funcionar corretamente e, assim, esse alimento de qualidade vai chegar mais barato na mesa do povo manauara. Vote #Zé13Prefeito",2020-10-13,0,"","",""
B1219,"Amigos, uma equipe de 6 médicos dos nossos Hospitais Miguel Couto e Souza Aguiar estão indo para Beirute socorrer as vítimas daquele trágico acidente. São cirurgiões de grande experiência e eu tenho certeza que vão representar o espírito humanitário que existe em cada carioca. ",2020-08-10,0,"","",""
B5182,"Tem nossa Quadra Olímpica para diversas  modalidades esportivas em ginásio coberto. E mais pistas de atletismo. Agora terá mais moderna pista de BMX do Brasil. Deve ficar pronta no final de Agosto começo de Setembro. Quando o inverno e a pandemia terminarem #BomDiaDoPrefeitoGreca",2020-07-06,0,"","",""
B836,"Não existe aborto no nono mês, o que existe é assassinato de um bebê. ",2020-08-11,0,"","",""
B4680,"“Mais difícil que cuidar do autismo dos nossos filhos é lidar com o preconceito da nossa sociedade"". (Mãe do Igor Nogueira, atleta autista de Jiu Jitsu; #MarleideNogueira   #DiaDasMães #livedeMãepraMãe",2020-05-10,0,"","",""
B5452,"O Brasil inteiro está discutindo reduzir ou até mesmo zerar os impostos dos combustíveis, mas é preciso olhar também para a @petrobras! Se mudar sua política de preços e nacionalizar o custo da produção do petróleo, a estatal conseguirá vender gasolina e diesel bem mais baratos.",2020-02-11,0,"","",""
B364,"Ontem participei da gravação de um documentário da @fluxafilmes q é uma potência! O encontro com essa equipe de mulheres poderosas me deixou feliz demais. Tudo feito c/ o maior cuidado e seguindo os protocolos de segurança sanitária. Tem coisa boa chegando 👀 ",2020-09-24,0,"","",""
B5131,"Seguimos com os cuidados de distanciamento social e lavando bem as mãos. No link ( você aprende a fazer sua máscara de tecido. As máscaras devem ser lavadas em separado das roupas, com solução de água sanitária. Se puder #FiqueEmCasa.",2020-04-26,0,"","",""
B4210,"A mortalidade da Covid19 está caindo em todo mundo, também cairá no Brasil ",2020-05-12,0,"","",""
A1256,"Triste. Foi necessário blindar a estátua de Churchill contra ataques de ativistas em Londres.\n\n@BorisJohnson :\n“Nós não podemos tentar editar ou censurar nosso passado. Não podemos fingir que temos uma história diferente” ",2020-06-13,0,"","",""
B541,"Vamos falar de Saúde? Nós tornaremos Salvador uma CIDADE SAUDÁVEL. Aumentaremos a qualidade de vida de todos com ações para reduzir indicadores como mortalidade infantil, taxa de suicídios e incidência de depressão. #SalvadorPodeMais #Bacelar19 #Vote19",2020-10-08,0,"","",""
B270,"O PSOL vai denunciar Bolsonaro à Organização Mundial de Saúde por descumprimento do isolamento e demais medidas sanitárias para evitar a propagação do coronavírus. \n",2020-03-15,0,"","",""
B5030,"Durante a maior crise sanitaria do séc, com mais de 400 mortes em 24h no BR. Bolsonaro se ocupa de intrigas palacianas ao invés de cuidar do povo durante a crise do coronavirus.",2020-04-25,0,"","",""
B6280,"O povo trabalhador está perdendo no século 21 tudo que conquistou no século 20. A greve dos entregadores prova isso. Eles passam fome entregando comida... Um pneu fura e você é bloqueado do aplicativo?! Isso é escravidão moderna. Não tem nenhuma seguridade social. Nada.",2020-07-01,0,"","",""
B4761,"Lembram da cloro quina, aquela que #BolsonaroGenocida anunciou como remédio para o #coronavirusbrasil e provocou uma insana corrida às farmácias? Então, olha aí. Por isso é importante levar em conta a ciência e informação de gente séria, não politicagem barata. ",2020-03-24,1,unclear,negative,false
B3844,"ALERTA!!\nJá está com Rodrigo Maia Projeto de Decreto Legislativo para sustar ""Portaria do Estupro"" do desgoverno Bolsonaro, que burocratiza acesso a direito ao aborto legal.\nAPROVA PDL 381 JÁ!\n#HospitalNãoÉDelegacia\n#PelaVidaDasMulheres\n#PDL381\n#AbortoLegalÉDireito\n#ForaDamares",2020-09-02,0,"","",""
B3779,"Desgoverno não investe em testes para a covid19 no Brasil e Bolsonaro segue querendo enganar seus seguidores com a falácia da cloroquina. Precisamos de testes para saber como agir para conter a pandemia! #ForaBolsonaroUrgente \n@oatila ",2020-05-11,1,unclear,negative,false
B4103,"Bia Doria é pres. do Fundo Social, que cuida da população mais vulnerável. Estamos no inverno, com uma grave crise econômica e sanitária. Quem deveria proteger os que mais precisam diz isso? O que mais a gente precisa agora é de lideranças que tenham empatia. Não o contrário. ",2020-07-03,0,"","",""
B641,"Uma perda imensurável para a cultura negra do Brasil. Que a voz do Gerson King Combo sempre ecoe por nossos corações e a sua trajetória nunca seja esquecida. Como ele cantava, eu reforço: precisamos ""amar como ama um black"". ✊🏿\n\n",2020-09-23,0,"","",""
B824,"É com muito pesar que comunico o falecimento de Jean Zanon Venturin Ronconi, Sd Ronconi, lotado na Força Tática do 7BPM. Ele se encontrava internado em estado grave no hospital Jaime e veio a óbito nesta data. Que… ",2020-05-25,0,"","",""
B4221,"#URGENTE!! Estudo CIENTÍFICO atesta  A EFICÁCIA DA H-CLORAQUINA. \n ""A administração da combinação HCQ + AZ antes da ocorrência de complicações com COVID-19 é segura e associada a uma taxa de mortalidade muito baixa"" \n@jairbolsonaro  @marcofeliciano @VEJA ",2020-05-15,1,unclear,positive,false
A2055,"Antes a polêmica girava em torno da compra de respiradores, da construção de leitos e de hospitais de campanha... Agora, vem a compra de VACINAS. \n\nO que tudo isso tem em comum❓ \n\nMilhões em dinheiro do povo prestes a serem desviados. Abram o 👁 que vem mais “roubo” por ai .",2020-12-16,1,unfavorable,negative,false
B5720,"Senador Jean-Paul Prates (RN) esclarece porque a ajuda da União aos Estados e Municipios não é favor, e sim um fator humanitário e incondicional para preservação da Federação.  \n\n",2020-05-21,0,"","",""
B4766,"O Brasil próximo aos 1.000 mortos pela pandemia, 141 óbitos hoje. O país em luto. E Bolsonaro rindo como o palhaço quando a lona encendeia. Ainda será julgado por seus crimes contra a Humanidade.",2020-04-09,0,"","",""
B102,"E essa aproximação por meio da TECNOLOGIA vai continuar depois da campanha também!\nPretendo adotar o sistema de conferência virtual para estar mais perto de vocês.\n\nCom as ferramentas digitais, a gestão vai ser mais próxima e eficaz.\n#GestãoModerna #ManausTemPressa",2020-10-21,0,"","",""
A1498,"Gostaria de parabenizar a relatora, @DeputadaMariana, e dizer que precisaremos de novas medidas para que também o Butantan tenha os recursos necessários para produção de vacinas seguras e eficazes. A vacina é a esperança de todos nós para salvarmos vidas e retornar à normalidade.",2020-12-02,1,favorable,positive,false
B1610,"Para a saúde, destinei 1 milhão de reais. Na oportunidade, garantimos investimentos para a saúde e bem-estar animal, contribuímos para tratamento de câncer no Hospital Aldenora Belo, mais de 240 cirurgias pediátricas foram realizadas e mais de 600 procedimentos odontológicos. ",2020-06-11,0,"","",""
B2217,"☀ O domingo é de sol e de encontros! A partir das 10h estaremos no Brique da Redenção apresentando nossas propostas para a cidade e às 14h a Caravana Pé no Bairro chega à Lomba do Pinheiro. Tudo garantindo as medidas sanitárias necessárias! #POApedeCORAGEM #Fernanda50 ",2020-10-11,0,"","",""
B1356,"acho q se investigar mais a fundo o por quê dessa obsessão bolsonariota com hidroxicloroquina vai achar coisa. Eu sei que tem aquele empresário amigo dele que produz o medicamento e tal, mas tem mais coisa embaixo desse tapete. Tem sim!",2020-04-08,1,unclear,negative,false
B6251,"Aprovado PL que prevê obrigatoriedade de testagem da Covid-19 em empresas. ""É necessário fazer o controle da doença entre os profissionais e evitar novos picos de contágio pelo coronavírus no Maranhão"", justificou @dryglesio   ",2020-06-25,0,"","",""
A940,"O Rio já está em colapso. Falta o que p/ fechar tudo? O Crivella anunciou um tal de “lockdown parcial”, isso é absurdo, é brincar com a vida das pessoas. A Fiocruz já apontou a medida como urgente e necessária para salvar vidas. \n\n",2020-05-06,0,"","",""
A1763,"Fique atento para o novo cronograma de vacinação, que estará disponível a partir desta segunda-feira (13). #EduardoBraide #BraideTrabalha #PelaSaúde #PelaPrevenção #NaLutaContraH1N1 ",2020-04-13,1,unclear,positive,false
B2716,"Perguntado sobre o recorde de mortes no Brasil pela Covid-19, com 474 óbitos hoje, Bolsonaro respondeu: ""E DAÍ?""!!! Esse canalha aloprado tem que sair já da presidência. Seja por cassação da chapa, impeachment, denúncia-crime no STF... É uma questão de humanidade! #ForaBolsonaro",2020-04-28,0,"","",""
B5973,"Incrível é que existe uma medida sanitária amplamente usada no Uruguai (p/combater doenças como febre aftosa) q são básicas p/conter propagação e q aqui não foram sequer cogitadas: passar pneus e calçados numa solução esterelizante nos acessos às cidades. Exército poderia fazer.",2020-06-15,0,"","",""
B1692,"Soube da triste notícia que o ator Chadwick Boseman, faleceu aos 43 anos vítima de cancêr. Ele interpretou o Rei Tchala, no filme do Pantera Negra, e representou milhares de jovens que nunca haviam vistos heróis negros no cinema. Seu legado é enorme. Viva o rei de Wakanda!",2020-08-29,0,"","",""
A1261,"As voltas q a vida dá.\n\nJorge Lemann, o ‘globalista’ tripudiado pela ala ideológica do governo @jairbolsonaro  (os olavetes), é quem viabilizou a fábrica de vacinas contra a covid no Brasil.\n\nO consórcio da Fundação Lemann doou 100 milhões p/ o laboratório da FioCruz.",2020-08-08,1,favorable,positive,false
B3842,"Uma ação constitucional acaba de ser protocolada no STF contra a portaria do Ministério da Saúde que cria barreiras para as meninas e mulheres terem acesso ao aborto em caso de estupro. A norma é inconstitucional.",2020-09-02,0,"","",""
A241,"Vocês me conhecem e sabem o que penso sobre isto, mas quero saber o que vocês acham.\n\nOPINE: vocês acham que PRESO deve ter acesso à vacina contra o coronavírus PRIORITARIAMENTE??? ",2020-12-09,1,unclear,negative,false
B165,"Essa intervenção contra nossa pré-candidatura à prefeitura de João Pessoa é algo sem o menor cabimento. É\né a mesma coisa que você obrigar um time que já está no vestiário depois de jogar, e mandar que ele volte para campo.",2020-09-17,0,"","",""
B722,"Mais uma vez o Diretor Geral da OMS aponta as falhas do lockdown total, será que os governadores que dizem ""temos que seguir as orientações da OMS"" viram esse vídeo? #DitaDoria #WitzelVaiQuebrarRJ ",2020-04-18,0,"","",""
B3376,"10 - Ñ vai ter cargo/ emenda q deem conta da fome do Centrão. OS vira-latas bolsonaristas são mais baratos (esses valem de 2 a 7 milhões no mercado de emendas). Mas os raposas são mais caros. E tem ainda os que JAMAIS TERÃO PREÇO, como eu, e é aí @jairbolsonaro q vc vai cair",2020-06-04,0,"","",""
B1641,"Em respeito à saúde das pessoas com autismo e dos animais, o @GovernoMA garantiu que a queima de fogos deste ano será com material silencioso.\nGrande avanço para a garantia de direitos!",2020-12-28,0,"","",""
B5709,"Recebi com muita tristeza a notícia do falecimento do companheiro Antônio Nonato Lima Gomes, prefeito de São José do Divino, primeiro óbito por Covid-19 registrado no Piauí. \n#coronavirus #fiqueemcasa",2020-03-28,0,"","",""
B5746,"6/ Agora é a vez da #ivermectina. Estudo australiano indicou que ela impediu a multiplicação do virus “in vitro” - ou seja, em laboratório e em condições isoladas da complexidade do corpo humano. Mesmo considerando que “mal não faz”, o problema é a sensação de falsa imunidade.",2020-07-05,1,unclear,negative,false
B5304,"As fake news construídas pelos bolsonaristas derrubaram nesta semana o proj. de lei minha autoria sobre saúde da pop. negra na Alerj. Disseram q era um proj. sobre aborto e ameaçaram aos demais deputados q caso votassem a favor, estariam defendendo o aborto.Desumanos\n#Fantastico",2020-08-02,0,"","",""
A1404,"O governador @jdoriajr tem se diferenciado do genocida Bolsonaro ao priorizar a vacina contra a Covid-19. Por coerência, espera-se que volte atrás no brutal corte de recursos que pode inviabilizar as pesquisas da @AgenciaFAPESP. A ciência salva vidas. ",2020-12-14,1,favorable,negative,false
B148,"A imagem de um idoso no leito de um hospital para ilustrar o caso de pacientes curados c cloroquina publicada por Flávio Bolsonaro é falsa. A família Bolsonaro desconhece qq limite e usa mentiras para manter o jeito camicaze de governar, mesmo que isso custe a vida de milhares.",2020-03-30,1,unclear,negative,false
B779,"DONA NAIR FOFINHAAAAAAAAAAAAAAAAAA ",2020-04-15,0,"","",""
B3789,"Vocês já se perguntaram quantas pessoas que adoeceram de covid19 e escutaram o genocida Bolsonaro foram prejudicadas pelo uso sem acompanhamento médico da cloroquina? Não foram poucas! #Cloroquina #ForaBolsonaroGenocida \n",2020-05-26,1,unclear,negative,false
B4716,"Hoje, Dia do Estudante, reforço a minha preocupação de que não podemos jogar os nossos estudantes nesse precipício da disseminação da #Covid-19. \n",2020-08-11,0,"","",""
B4778,"Espera-se que, com as ações da Polícia Federal de hoje, a quadrilha bolsonarista conhecida por ""gabinete do ódio"" comece a ser desbaratada. A disseminação do ódio e da mentira nas redes, através de robôs e mercenários pagos com verba pública, é crime e não pode ser legitimada.",2020-05-27,0,"","",""
A1065,"Bem lembrado, PR @jairbolsonaro: os governos estaduais dependem de audiência prévia do @minsaude para proporem qualquer tipo de vacinação obrigatória via lei. Elogio a postura do nosso presidente em pensar na saúde, segurança e LIBERDADE do povo brasileiro. #BolsonaroTemRazão",2020-10-16,1,unfavorable,positive,false
A861,"Tem alguma coisa muito errada no Brasil ou eu não estou entendendo nada. Ao mesmo tempo que pedimos para todos ficarem em casa, mandamos os mais velhos sair do isolamento para ir ao unidades de saúde se vacinar contra a gripe. Se libera da gripe e pega coronavírus.  É isso mesmo? ",2020-03-23,1,unclear,negative,false
B3121,"Haddad foi o melhor prefeito de SP. Fez uma cidade moderna, visionária, renegociou a dívida, fez a Paulista Aberta, 400 km de ciclovias, 400 km de corredores de ônibus, 35 unidades da Rede Hora Certa, três hospitais. Pensou no coletivo, reorganizou a cidade. #JilmarTattoDebate",2020-11-08,0,"","",""
A639,"177 mil mortos por COVID-19, Brasil sem plano de vacinação. \n\nO presidente: ",2020-12-07,1,favorable,negative,false
B961,"No #diamundialdocancer ,  a Bahia pode comemorar um passo importante nessa luta: as obras do primeiro Centro de Transplante de Medula Óssea Infantil estão quase concluídas. Fico feliz de participar desta grande conquista, uma luta de muitas famílias de todo estado da Bahia. ",2020-02-04,0,"","",""
A7,"A nota abaixo da Frente cobra do Ministério da Saúde um ""plano nacional de imunização, bem como a compra e distribuição de vacinas contra a covid-19.“ Isso é urgente. \n\n#EdmilsonPrefeito #OEdVoltou ",2020-12-09,1,favorable,negative,false
A1155,"Liminar que suspendia as atividades da Alesp foi derrubada.\n\nSem entrar no mérito se isso é bom: você entende o tamanha da bagunça?\n\nA Justiça paulista COMEÇOU a discutir sobre a pandemia na Alesp somente em setembro!\n\nO governador já fala até em vacinação. Que várzea!",2020-09-23,1,favorable,negative,false
A679,"O absurdo e a irresponsabilidade da gestão de Bolsonaro sobre as vacinas levou vários ministros da saúde, inclusive Mandetta e Teich, indicados por ele, a assinarem um artigo conjunto. ",2020-12-09,1,favorable,negative,false
B3800,"Brasil é um dos países que menos testa para o coronavírus. Menos de 3 testes por 100 mil habitantes. Em Portugal, esse número chega a 84. Bolsonaro não investe, só pensa em prescrever cloroquina, inclusive para grávidas. #ForaBolsonaroGenocida #BolsonaroVaiCair #COVID19",2020-06-22,1,unclear,negative,true
B3527,"No dia em que o Brasil ultrapassou a marca de mil mortos em 24 horas, o presidente da República brinca com  a cloroquina/tubaína. Gargalhada numa hora destas? ",2020-05-20,1,unclear,negative,false
B3353,"Bolsonaro, terrivelmente perverso: Na reunião do Conselho do Governo em que presidente teria ameaçado Moro de demissão ele também reclamou de não ter sido falsificado atestado de óbito de agente da PRF morto de covid-19 (Jornal Eldorado) ",2020-05-11,0,"","",""
B80,"Começou a funcionar hoje mais um Centro de Enfrentamento à Covid-19, no Palácio dos Esportes, Zona Leste de Natal! ✅ Essa foi uma aposta acertada da gestão. A grande sacada desses centros é o tratamento precoce. O paciente já sai com os remédios em mãos. ",2020-08-13,1,unclear,positive,false
B1389,"@PaulaBeiro @lolaescreva Nossa eu também! Preocupo demais com minha mãe que teve câncer e minhas filhas 😔",2020-07-03,0,"","",""
A1796,"@rubenspereirajr Sim, Rubens! No trabalho de produção de vacinas, sobretudo uma vacina inédita, não pode haver corrida ideológica ou eleitoral. A única corrida aceita deve ser para salvar vidas. Produzimos vacinas há 120 anos e prima pela qualidade técnica, resultados e pela saúde dos brasileiros",2020-12-18,1,favorable,positive,false
B3097,"O frio chegou com tudo e, infelizmente, é quando as pessoas em situação de rua mais sofrem e o índice de óbitos entre elas aumenta. São quase 30 mil pessoas que estão nas ruas. Os abrigos da prefeitura não tem estrutura, e a solidariedade do povo é o que auxilia nessas horas. ",2020-08-21,0,"","",""
B3604,"🇨🇺📲 O blog Solidários a Cuba é um meio de solidariedade ao povo e governo de Cuba. Defendemos as conquistas sociais da Revolução de 1959, o trabalho humanitário de Cuba pelo mundo e o socialismo como modelo de bem-estar social para os povos. \nSiga-nos.🚩",2020-03-26,0,"","",""
B2802,"Somos gente que faz acontecer. Não deixe barato. Dia 15, vote 50. Vamos virar o jogo de uma vez! #ViraSP50 ",2020-11-05,0,"","",""
B5575,"Corona no Maranhão. \n01 de Abril: 71 casos, 03 cidades e 1 óbito.\n01 de Maio: 3805 casos, 94 cidades e 224 óbitos. \n01 de Junho: 36.625 casos, 212 cidades e 997 óbitos. \nNão é uma gripezinha. É gravíssimo. \nFiquemos em casa. E tenhamos fé.",2020-06-02,0,"","",""
B4787,"Vale lembrar: a cloroquina, que Bolsonaro quer dar até para grávidas e bebês, é uma substância que altera a parte elétrica do coração e pode causar, entre seus efeitos colaterais, PROBLEMAS CARDÍACOS! ",2020-06-27,1,unclear,negative,true
B614,"NÃO ao Projeto de Lei 4162/2019 que visa privatizar o acesso à água potável e esgotamento sanitário em nosso país. #pl4162 #aguanaoemercadoria ",2020-06-24,0,"","",""
B3984,"Violência política! Minha solidariedade a vereadora @TatianaLemos65 que foi  silenciada pelo vereador Clecio Alves, que presidia a sessão em Goiânia (GO), e impedida de defender projeto sobre obrigatoriedade da prefeitura oferecer exames de Trombofilia para mulheres grávidas. ",2020-08-05,0,"","",""
B362,"No fundo, é isso q eles querem: controlar nossos corpos e restringir os direitos sexuais e reprodutivos das mulheres. O aborto legal é permitido no 🇧🇷 desde 1940 e não vamos permitir + esse retrocesso. Nosso @psolnacamara apresentou projeto p/ anular os efeitos dessa portaria.👇🏾",2020-09-24,0,"","",""
B1212,"Entregamos hoje (23/6) uma nova praça aos moradores da comunidade do Jacarezinho. O local, que funcionava como ponto de descarte de lixo, foi urbanizado, ganhando uma quadra poliesportiva, aparelhos de ginástica, nova iluminação e muito mais.",2020-06-23,0,"","",""
B6222,"para que não sejam retomadas as aulas presenciais em maio, como forma de proteger as nossas crianças, os adultos com comorbidades e nossos idosos, de uma segunda onda da COVID-19, caso déssemos continuidade ao calendário letivo precipitadamente no próximo mês. ",2020-04-28,0,"","",""
B1248,"""Fim da meia entrada vai baratear ingressos"". É mesmo? \nIgual a: \n- reforma trabalhista vai gerar empregos; \n- reforma da previdência vai fazer Brasil crescer; \n- cobrança de bagagem vai diminuir preço das passagens aéreas; \nNão cansam de mentir para o povo brasileiro?",2020-01-30,0,"","",""
B2372,"Paraná entra forte na busca conjunta pela cura do #coronavirus Projeto-piloto do @hemeparPR usa plasma convalescente de pacientes que se recuperaram da doença p/ tratar outras pessoas contaminadas que apresentam sintomas leves da #COVID19  ",2020-05-06,1,unclear,positive,false
B3520,"Em meio a maior crise sanitária do mundo, com mais de 5 anos de salários parcelados, sendo a remuneração dos educadores uma das mais baixas do Estado. A Sec. de Educação do RS, sem nenhum diálogo, irá REDUZIR o SALÁRIO final dos PROFESSORES. Governador, reveja isso imediatamente! ",2020-04-18,0,"","",""
B1304,"Mesmo diante da falta de testes/reagentes, a curva de óbitos por covid-19 aqui no Acre atingiu o intervalo situado entre 8 e 9 mortes por dia (média móvel de 7 dias). Os dados têm sido sistematizados pelo amigo @ffseva:  ",2020-06-06,0,"","",""
A1423,"Não tem nada mais atrasado do que negar a ciência. Não tem nada mais genocida do que proibir a vacina. Vejam artigo do Ary Blinder, médico e apoiador de nossa campanha.\n\n",2020-10-25,1,favorable,negative,false
B2143,"Estimulados por Bolsonaro, prefeitos de cidades gaúchas vão distribuir em farmácias kits de cloroquina, ivermectina, azitromicina como forma de prevenção INEFICAZ ao Covid-19. Essa distribuição é um atentado contra vida e pode ter impacto grave no sistema de saúde. #ForaBolsonaro",2020-07-10,1,unclear,negative,false
B3567,"Portanto está correto o Presidente Bolsonaro em manter a atual política de insentivo à geração de energia solar, porque é limpa, renovável e o mais importante, barateia a conta de luz de todas as famílias. Aplausos ao nosso Presidente!🇧🇷",2020-01-08,0,"","",""
B2091,"As fake news assim como gov Bolsonaro são um câncer p/ Brasil. Quem propaga ódio, ataca instituições e financia desinformação tem q ser responsabilizado. São 29 mandados de busca e apreensão.Luciano Hang e Sara Winter, bolsonaristas de carteirinha: a história tarda mas não falha.",2020-05-27,0,"","",""
B5818,"A promessa por uma Vitória moderna não pode ser da boca pra fora.",2020-09-29,0,"","",""
B1155,"No meu governo, não irei permitir o fechamento total do comércio no Recife. As pessoas precisam trabalhar para sustentar as suas famílias e pagar as suas contas. Precisamos de tratamento preventivo e precoce contra o coronavírus, e não o lockdown!",2020-11-12,1,unclear,negative,false
B3777,"Hoje batemos recorde em mortes diárias por covid19 (474). Passamos a China no total de óbitos (5017). Não temos  investimentos em saúde pública, faltam testes. Desgoverno Bolsonaro é responsável por essa tragédia. #COVID19 #BolsonaroGenocida #ForaBolsonaroEseuBandodeCriminosos",2020-04-28,0,"","",""
A1973,"@majorlessa Olá Cláudio, boa noite! Já anunciei aqui no twitter que estamos em negociação para a aquisição de 80 mil doses da vacina Coronavac.",2020-12-11,1,favorable,positive,false
B3798,"Brasil ultrapassa marca de 50 mil óbitos na tragédia da covid19. Gente que não pôde contar com a proteção do seu próprio governo. Tem assinatura de Bolsonaro em cada uma dessas vidas perdidas. #ForaBolsonaro #COVIDー19 ",2020-06-20,0,"","",""
B2489,"Infelizmente, em Curitiba, o tratamento precoce não é reconhecido pela Prefeitura. Só quem pode pagar uma consulta particular recebe medicação imediatamente. \n\n",2020-09-04,1,unclear,negative,false
B1560,"A @polianagatinho emitiu o RG+ do seu filho com a identificação de autismo – Lei nº 10.996/2019, de minha autoria e do deputado Zé Gentil, que assegura a inclusão de várias informações em um único documento. A alegria de vocês é a minha também. Contem comigo sempre! ",2020-03-06,0,"","",""
B4724,"Não temos que esperar que os casos cheguem à mídia para que uma medida seja tomada contra os agressores. Estamos lidando com vidas. Por isso, reforço meu compromisso com propostas para diminuir a violência de gênero.",2020-10-17,0,"","",""
B340,"Juntas vão à Comissão de Ética na ALEPE contra parlamentares que forçaram entrada na maternidade e querem debate público sobre o aborto legal, gratuito e seguro.",2020-08-18,0,"","",""
B2144,"Calculando a subnotificação de óbitos por Covid-19 e o aumento de mortes por Síndrome Respiratória Aguda Grave, a pandemia pode já ter tirado 100mil vidas no país. Questionamos Gov. e PGJ do RS sobre falecimentos por SRAG no estado e não tivemos resposta.\n",2020-07-10,0,"","",""
B4666,"Já é carnaval cidade!\n\nVamos fazer uma folia de paz, respeito e muito amor. Que as mina possam curte sem violência e que a carne mais barata não seja a negra. No Carnaval de Salvador, #botefénaigualdade! ",2020-02-20,0,"","",""
