,id,tweet_id,post_date,content,relevant,final_stance,final_sentiment,final_children
2344,675,A674,2020-11-24,"Nós vamos trabalhar para manter a economia aberta. Como? Com gestão própria da vacina , política de testagem e rastreamento de casos. Porto Alegre não pode parar! #ManuNaGuaiba #vira65 ",True,favorable,positive,false
2345,507,A506,2020-07-17,"Pazuello orientou a Fiocruz (!!!) a recomendar cloroquina. O presidente da entidade, com razão, disse que ela é ineficaz. A Fiocruz é uma referência internacional e nosso ministro, literalmente, um paraquedista. Ignorância não cura nada, não será diferente com a Covid-19.",True,unclear,negative,false
2346,24945,B4243,2020-05-21,"#URGENTE!!  @jairbolsonaro . A educadora cristã Simone Quaresma está com Covid-19 e está apelando POR AJUDA, pois não está conseguindo TRATAMENTO no Rio de Janeiro. \n@wilsonwitzel está dificultando o uso do HCQ. Atenção pastores, líderes e deputados. SOS ",True,unclear,negative,false
2347,15049,B3635,2020-05-25,"Hoje participei de uma live com a @LenildaLuna sobre as evidências científicas contra o uso da cloroquina na COVID-19.\n\nQuando acabamos a live, a OMS suspendeu seus testes com o medicamento, devido a seus riscos à vida.\n\nEstar do lado da ciência é estar do lado da verdade.",True,unclear,negative,false
2348,14220,B3212,2020-04-09,"Alunos de baixa renda que estudam nas escolas da rede estadual de Pernambuco vão ganhar um reforço para comprar comida. O @governope vai conceder R$ 50 para estudantes dos ensino fundamental e médio, por meio de um cartão-alimentação.\n",False,,,
2349,18933,B264,2020-01-31,"Filme c/ atriz de Hollywood no NE; arena c/ dragão da independência; Mickey e Minnie pelo BR e reality show c/ artistas de fora confinados aqui &gt; parte do plano da @EmbraturNews p/ divulgar o BR no exterior, segundo @OGloboPolitica. Cafona, nada diverso e reforço a estereótipos.",False,,,
2350,15506,B3964,2020-06-19,"Lamento a partida do escritor espanhol Carlos Ruiz Zafón, aos 55 anos, que nos deixa devido ao câncer. Meu abraço solidário aos seus amigos e amigas e a todos que assim como eu sentirão falta de suas obras. ",False,,,
2351,23898,B3336,2020-04-06,"Toda possibilidade de cura nos traz esperança. Hospitais no Brasil vão começar a testar o uso do sangue de pessoas curadas do coronavírus em pacientes graves. O plasma, que carrega os anticorpos, pode ajudar a combater a doença.",True,unclear,positive,false
2352,1766,A1765,2020-11-17,@pedro_jansen Muito grato. Manifestação assim me motiva,False,,,
2353,663,A662,2020-10-19,"Já são + de 154 mil mortos pela Covid-19, mas o presidente Bolsonaro segue irresponsável. Ao dizer que a vacina não será obrigatória ele banaliza essa importante ferramenta de saúde pública, e quem paga é o povo. Aqui desminto várias fakes sobre o assunto: ",True,favorable,negative,false
2354,30489,B6231,2020-05-16,Sartori mito. Miss cloroquina kkkk. ,True,unclear,positive,false
2355,28333,B5559,2020-04-13,"A @secidma aderiu ao programa Sangue de Herói, da @emserhoficial. Por conta da pandemia do Covid-19, os bancos de sangue do Maranhão estão precisando do nosso reforço. Se puder, seja um doador voluntário! ",False,,,
2356,15487,B3942,2020-03-29,URGENTE: O PCdoB do Distrito Federal vai processar Bolsonaro por ameaça à saúde pública ao circular pela capital e instigar o fim da quarentena em meio à crise sanitária!!!!,False,,,
2357,7741,B1145,2020-08-14,"Em tempos de combate à pandemia, o presidente Jair Bolsonaro anunciou que a hidroxicloroquina e a ivermectina poderão ser compradas sem a retenção obrigatória da receita pelas farmácias. ",True,unclear,unclear,false
2358,22360,B2086,2020-05-22,"General Heleno afirmou que se obrigarem a entrega do telefone de Bolsonaro, as consequências serão imprevisíveis para a estabilidade do país. Uma ameaça óbvia à democracia. É inadmissível que se aceite um ministro que ameaça os outros poderes de forma tão baixa. #ForaBolsonaro ",False,,,
2359,10848,B1737,2020-11-28,Destinei recursos para todas as unidades de saúde que atuam no combate ao Câncer e e quero assumir um compromisso ainda maior com o Aldenora Bello. (Eq. Eduardo Braide 19).,False,,,
2360,30153,B5983,2020-08-25,"Mas o que todos sentem é um governo inábil e instavel. Três  anos de paralisia, mais de 50 substituições de secretários (nunca antes), péssima relação com o parlamento. Como justificativa prefeito diz que não faz parte do ""sistema"". Ou seja, só ele é o certo. Poa merece mais.",False,,,
2361,16067,B4141,2020-09-16,"Em respeito às normas sanitárias que preconizam o distanciamento social e, consequentemente, orientam pela não aglomeração de pessoas, haverá limitação de público no espaço. Todo evento será transmitido ao vivo nas minhas redes sociais.  \n\n#PT #Aracaju #MarcioMacedo #AnaLucia",False,,,
2362,1835,A1834,2020-12-11,Já prevendo mais uma covardia do governador entrei com Projeto de Lei que resguarda o povo de uma possível obrigatoriedade de tomar vacina sem comprovação científica. #FechadoComBolsonaroAte2026 ,True,unfavorable,negative,false
2363,135,A134,2020-12-16,É óbvio que a vacinação precisa ser obrigatória. Em primeiro lugar está o direito de todos à vida e o governo precisa garantir esse direito.\n#vacinaurgenteparaTODOS \n#VacinaJa,True,favorable,negative,false
2364,35,A34,2020-09-14,"Recado de mãe, gente: atenção redobrada à saúde dos pequenos em tempos de pandemia. A covid-19 pode ter sintomas diferentes em crianças e adultos. Apesar do esforço da ciência em busca da vacina, ainda tem muito sobre o vírus que não sabemos. Não é hora de facilitar!",True,favorable,negative,true
2365,1060,A1059,2020-04-28,"E como forma de estimular o pensamento positivo, o qual tanto defendo como a base para que as coisas melhorem e as pessoas possam agir com o coração puro, é que trago essa lembrança: Há exatos 88 anos, era anunciada, para uso em seres humanos, uma vacina contra a febre amarela. ",True,favorable,positive,false
2366,13706,B2842,2020-04-05,"A foto da matéria escancara o erro em seguir fechando a Orla do Guaíba para carros aos finais de semana em meio à quarentena e ao isolamento social. Dá um sinal trocado, incentivando prática esportiva e de lazer, contrariando as recomendações das autoridades sanitárias. ",False,,,
2367,21101,B1471,2020-02-18,"2- O objetivo é contar com um orçamento anual com recursos do Fundo Estadual do Combate à Pobreza para reduzir a mortalidade e a transmissão, além de incentivar a qualificação de profissionais especializados e aumentar a participação social na formulação de políticas públicas.",False,,,
2368,21127,B1508,2020-10-16,"11 - Implementar um choque de gestão, reduzindo cargos comissionados e acabando com ""guardiões"" na Prefeitura. Criaremos a Central Única das Compras, pra Prefeitura comprar barato e com qualidade, evitando desperdício.",False,,,
2369,1278,A1277,2020-10-21,Impressionante a demência ideológica do Palácio do Planalto! O negacionismo q coloca em risco vidas de pessoas inocentes. @jairbolsonaro colocou política acima da vida do povo brasileiro. É a favor do remédio q não funciona e contra a vacina que se mostra eficaz.\n\nIrresponsável!,True,favorable,negative,false
2370,23537,B3093,2020-08-15,"Dá pra imaginar São Paulo sem as ciclovias? Como secretário de @Haddad_Fernando, entreguei mais de 400 Km de ciclovias. Trouxemos mais segurança para o ciclista e fizemos de São Paulo uma cidade mais moderna.\n\n📸: Cesar Ogata ",False,,,
2371,7187,B3321,2020-09-02,As inscrições serão todas realizadas de maneira virtual e a Defensoria Pública de Minas Gerais está atenta às recomendações sanitárias para atender presencialmente aqueles que forem realizar o exame de DNA. ,False,,,
2372,16516,B5014,2020-01-25,"Você sabe quem trabalha em defesa das pessoas com autismo? \n\nÉ José Priante, do MDB do Pará. #priante #autismo #autism \n\nAssista ao vídeo 📺 👇\ne comparilhe 👨‍👩‍👧‍👧👨‍👩‍👦‍👦👨‍👩‍👧‍👧 ",False,,,
2373,28234,B5460,2020-09-21,"Os casos de Covid aumentaram em Manaus e, até o momento, nem a prefeitura nem o governo tomaram uma providência. Faço um apelo:  que, através de suas UBS, ofereçam agora, pra já, o tratamento precoce que a população precisa! ",True,unclear,negative,false
2374,15345,B3834,2020-08-24,"Mais de 114 mil mortes e Bolsonaro promovendo cerimônia “Brasil vencendo a Covid-19”, no qual voltou a defender cloroquina para tratar a doença. Nada mais que um evento de deboche com as vítimas da pandemia. #ForaBolsonaroGenocida #COVID19",True,unclear,negative,false
2375,21115,B1486,2020-06-23,"Um reforço para a solidariedade. A lei 8.902/20, que sou coautora, foi sancionada e autoriza o governo a promover publicidade de campanhas de doação para instituições de idosos, orfanatos, abrigos e clínicas para dependentes químicos.   #Covid19",False,,,
2376,18688,B203,2020-04-27,"Justiça dá 48 horas para Bolsonaro divulgar laudos de exame de coronavírus!\n\nEle participou de comitiva com mais de 20 infectados e, após isso, descumpriu várias recomendações sanitárias.\n\nSe um dos testes deu positivo, o mito pode responder por crime de responsabilidade.",False,,,
2377,14791,B3531,2020-06-30,"“Acaba sendo desesperador... A mortalidade de pacientes de Covid grave está aumentando drasticamente. A gente às vezes acha que vai salvar este paciente, tem todas as possibilidades dele conseguir ter uma sobrevida melhor e ele acaba falecendo”, Cesar Androlage (médico). ",False,,,
2378,1871,A1870,2020-09-01,Todo mundo esperando e rezando por uma vacina menos o genocida que quer a morte do povo do seu próprio País ! #vaiparaoinfernodesgraça ,True,favorable,negative,false
2379,24683,B4169,2020-09-16,"Investir em dedetização é atitude imediata, mas sabemos que não resolve 100% do problema. \n\nE o que deve ser feito? Construção de políticas públicas baseadas no desenvolvimento sustentável. Às vezes, o barato sai caro e sabemos que este não é o projeto que São Paulo merece.",False,,,
2380,27848,B5405,2020-07-16,"Tem deputado dizendo que não podemos ""impor condições"" como as que estamos apresentando no PL 157/2020 para garantir segurança sanitária no retorno às aulas presenciais. As condições que estão sendo criticadas são: acesso à água e à esgotamento sanitário. Sério, PT?",False,,,
2381,30089,B5832,2020-11-13,"Vamos para o segundo turno. Eu acredito.\n\nDomingo é 40. \nÉ 40 para uma Vitória moderna e inclusiva.\n\n#PraCegoVer Apoiadores com bandeiras e a faixa ""Eu acredito"" em Santo Antônio.\n\n#VemComOCerto #SérgioSá40 #VitóriaUmPassoAdiante #PrefeitoVitória #Games ",False,,,
2382,23555,B3113,2020-10-25,"São Paulo foi um desafio para o PT. Também foi a cidade onde nós mostramos o nosso potencial, como foi no transporte através do barateamento da tarifa com a criação do Bilhete Único. #CoraçãoTrabalhador",False,,,
2383,15299,B3782,2020-05-15,"Quer dizer que não tem dinheiro para equipar o SUS e pagar o auxílio emergencial, mas tem para produzir cloroquina? Absurdo! #Cloroquina #ForaBol卐onaro #MinistroDaSaude",True,unclear,negative,false
2384,8835,B468,2020-04-18,"De acordo com o levantamento do observatório, 53% das mortes por covid-19 no Brasil demoram dez dias ou mais para serem notificadas e constarem em boletins. ""Ou seja, menos da metade dos óbitos é confirmada antes de dez dias da data de óbito"".",False,,,
2385,29815,B5788,2020-11-05,"Estive reunido com a presidência do Conselho Regional de Engenharia e Agronomia (Crea/RN) apresentando nossos projetos para melhorar a mobilidade e urbanização de Natal. Precisamos planejar uma cidade democrática, moderna e inclusiva. ",False,,,
2386,22471,B2235,2020-10-27,"Candidatos a prefeitura de Porto Alegre respondem a pergunta do Pres. da @AMRIGS: ""Quais projetos envolvem o HPS em seus futuros mandatos?” 🎥 Confira, na íntegra, a resposta de Fernanda Melchionna: ",False,,,
2387,22208,B1979,2020-08-06,"Acredito em soluções  criativas e empreendedoras! No pós-pandemia elas devem ser estimuladas, apoiadas com crédito barato e capacitação para gerar renda e empregos. Você conhece alguém fazendo coisas assim? Manda pra mim! ",False,,,
2388,1112,A1111,2020-12-14,"Enquanto acompanhamos notícias de pessoas sendo vacinadas em outros países, o Brasil segue sem um plano detalhado de imunização contra o coronavírus. O STF precisou determinar que o governo federal apresente, em 48h, a data de início da campanha de vacinação. #COVID19",True,favorable,negative,false
2389,27041,B5285,2020-05-24,@MarceloAdnet @Ndfatound1 Kkk tb li cloroquina. Os nossos danos cognitivos e psicológicos podem ser irreversíveis nesse pandemônio.,True,unclear,negative,false
2390,2037,A2036,2020-11-20,"Após aprovada pela Anvisa, vamos adquirir a vacina da Covid-19 para toda a população de Goiânia. Os recursos para o combate à pandemia - que já estão no caixa da prefeitura - são suficientes para comprar a vacina. ",True,favorable,positive,false
2391,1119,A1118,2020-03-24,"os governos atuem para tentar dar o maior suporte possível às famílias que mais serão afetadas por essa pandemia. Não se trata de retrocesso, nem de assistencialismo. São vacinas importantes para uma situação emergencial.",True,unclear,negative,false
2392,24558,B4456,2020-02-27,Seguimos com os trabalhos de nivelamento das tampas de ferro em poços de visita (acesso para manutenção e interligação de redes) dos sistemas de esgotamento sanitário e drenagem pluvial.\n\n📷 Maria de Lourdes Wolff/PMPA ,False,,,
2393,8402,B1103,2020-07-15,"Realmente vamos viver muito e não iremos ver tudo. Era só o q faltava !No meio de uma pandemia um gestor transfere o caos que vive p outro município. Me recuso a acreditar. Será q aprendeu com alguém ? Defender o uso da hidroxi, ivermectina e ser negacionista ? Estou em dúvida 🧐",True,unclear,negative,false
2394,7819,B697,2020-09-05,Ontem tinha pré-candidato a prefeito promovendo aglomeração e desrespeitando normas sanitárias. Vai ser desse jeito? Tá liberado? Vale tudo? Cadê as autoridades? Não vão dizer nada?,False,,,
2395,29757,B5725,2020-06-03,"10 – O país já viu o resultado das mentiras sobre “caixões vazios”, a exaltação da “milagrosa cloroquina” e outras atrocidades que jogam do lado da morte \n \n#CPMIdasFakeNews ",True,unclear,negative,false
2396,180,A179,2020-02-19,"ALERTA sobre a febre amarela. \nAlém disso, o Estado reforça apoio aos municípios para combate à dengue. O Paraná confirma mais 10 mortes e seis mil casos de dengue em uma semana. \nE a campanha de vacinação contra o sarampo continua! Saiba mais:  ",True,unclear,negative,false
2397,23511,B3064,2020-05-03,"Diretório Nacional aprova moção de aplauso pelo ato unificado no Dia do Trabalhador. Evento teve de 10 milhões de visualizações nas redes sociais e conseguiu furar a bolha e obrigar mídia a noticiar participação de líderes da oposição, como Lula e Dilma\n\n",False,,,
2398,20218,B1018,2020-11-06,"👉🏼 Motivos para votar na mudança e não no mais do mesmo para Salvador? Lockdown, falta de tratamento precoce para Covid-19, desemprego, falência, fechamento das praias, piores índices de educação e saneamento básico... No dia 15 de novembro vote 2️⃣8️⃣ para prefeito e nos ",True,unclear,negative,false
2399,8851,B494,2020-06-04,🔴Brasil tem 618.744 casos confirmados de #coronavirus e 34.072 óbitos. Foram 34.728 novos casos e 1.524 novos óbitos.,False,,,
2400,1612,A1611,2020-10-21,"Mas, assim que soube do anúncio feito pelo Ministro, o egocentrismo do presidente Bolsonaro falou mais alto e desautorizou o acordo para a compra da vacina. Ele chegou a falar que “não será cobaia de ninguém“. +",True,favorable,negative,false
2401,8803,B143,2020-10-24,"Enquanto prefeita, fomos premiados por erradicar a desnutrição e reduzir a mortalidade infantil a níveis só vistos em países de primeiro mundo, com o programa Capital Criança. Estou preparada para gerir o município novamente! No dia 15, é 11! ",False,,,
2402,25655,B4670,2020-04-11,"Solicitamos ao governador @costa_rui que o Projeto de Lei, aprovado hoje (11.04), pela obrigatoriedade de uso e fornecimento de máscaras na Bahia seja estendido para as atividades da Construção Civil. Esses trabalhadores e trabalhadoras precisam ter garantida a sua integridade.",False,,,
2403,2040,A2039,2020-12-11,"O sec-executivo do Min da Saúde Élcio Franco afirmou que o memorando de entendimento com a Pfizer/BioNTech sobre a vacina contra a Covid-19 foi assinado. Esse é o primeiro passo para o contrato de compra do imunizante, que deve ocorrer quando a imunização for aprovada pela Anvisa ",True,favorable,positive,false
2404,20586,B1250,2020-02-15,Maranhão:\nIDEB - subindo \nHomicídios - caindo  \nMortalidade materna - caindo \nDesemprego - caindo \nSalários dos servidores - em dia \nMetas fiscais - atendidas \nMaior salário dos professores no Brasil.\nMas segundo “análises” está tudo errado. Só me resta lamentar as inverdades.,False,,,
2405,2011,A2010,2020-11-15,Aqui em @portovelho a vacina chama-se VOTE @Ramon_Cujui 13. ,False,,,
2406,10847,B1736,2020-11-22,"Mais um tetracampeão veio reforçar a nossa campanha! Valeu, senador @RomarioOnze! O time do 1️⃣9️⃣ é assim: entrou em campo é pra vencer! \n\n#todomundoé19 ",False,,,
2407,15058,B3647,2020-06-13,@mah13MC Ele mentiu para fazer falsa propaganda de  milagre com cloroquina,True,unclear,negative,false
2408,17140,B5695,2020-11-08,"DIA 15, VOTE 15.\n \nEstá na hora de escolhermos o projeto que vai tornar Porto Alegre uma cidade moderna, inovadora, com crescimento econômico e geração de emprego e renda. #TamoJuntoPortoAlegre #ReagePortoAlegre #Melo15 ",False,,,
2409,1542,A1541,2020-12-29,Vacina para todos Já! #covid19 #forabolsonaroemourão #governogenocida ,True,favorable,negative,false
2410,22409,B2135,2020-06-28,Hoje Brasília amanheceu assim para lembrar as vítimas do COVID-19 e da política genocida de Bolsonaro. A maior emergência sanitária do Brasil é hoje #ImpeachmentDeBolsonaro  #StopBolsonaroMundial ,False,,,
2411,29805,B5776,2020-09-16,"Não bastasse a ameaça à saúde, cuja face mais dolorosa é a perda de mais de 130 mil vidas no Brasil, estamos convivendo com o que muitos chamam de efeito colateral da pandemia do novo coronavírus: o aumento da violência doméstica e da violência sexual contra pessoas vulneráveis. ",False,,,
2412,22337,B2062,2020-05-15,"Teich fez fala curta sem explicar a saída do governo. Continuam no ar as suspeitas: saiu por desautorizações do presidente e por ser forçado pelo presidente a liberar a cloroquina. Nada permanece em pé no governo, não há motivos para Bolsonaro não cair. #ForaBolsonaro",True,unclear,negative,false
2413,1663,A1662,2020-06-07,"@ameliespringday @reumalho Eu sobrevivi a isso na infância, em Santos. Lembro quando finalmente fizemos fila na escola Municipal Dr. Fernando Costa para tomar vacina. Ninguém merece conviver com os fantasmas gerados pela desinformação",True,unclear,negative,false
2414,1567,A1566,2020-07-13,Uma das melhores notícias que a gente poderia ter no momento atual em que vivemos. \n\nVamos continuar com Esperança de que o mais breve possível teremos a eficácia da vacina!!\n.\n.\n.\n.\n.\n#patriciaferraz #elafazpeloamapa #Amapá  #sos  #cuidado #macapá #coronavírus #vacina #esperança ,True,favorable,positive,false
2415,8708,B5862,2020-11-05,"Mais de 100 milhões de reais que deixam de circular na economia da nossa cidade e vão parar nas mãos de duas empresas, de mesmo dono, em São Paulo. São anos monopolizando a coleta de lixo em Boa Vista e sem sequer construir um aterro sanitário. ",False,,,
2416,20221,B1029,2020-12-24,"A eficácia da CoronaVaivoce é igual a cara ou coroa.\nTem gente que acredita nestes caras, eu não.\nObrigatória não!\nPrefiro o tratamento precoce, se tiver doente.\n97% das vezes não temos nada.\nA estatística está ao nosso favor. ",True,unfavorable,negative,false
2417,13378,B2728,2020-05-21,"O Ministério da Saúde resolveu assinar o libera geral da cloroquina. Sete pessoas assinam, dentre eles 2 generais e 1 coronel. A única médica é aquela que ganhou o cargo porque xingou os médicos cubanos quando chegaram no Brasil. Vergonha! ",True,unclear,negative,false
2418,23816,B3303,2020-05-31,"São nessas horas que mais precisamos nos juntar como sociedade. Qualquer pequeno ato nos ajuda a evitar os efeitos econômicos, sociais e sanitários dessa pandemia. Tenho feito, o que está ao meu alcance, mas quero contribuir também divulgando o que você, cidadão, tem feito. ",False,,,
2419,1942,A1941,2020-12-23,SAÚDE - Deputado Elias Vaz cobra informações sobre distribuição da vacina contra covid-19. Requerimento foi enviado ao ministro Pazuello  ,True,favorable,negative,false
2420,15084,B3676,2020-09-01,"Assinada pelo Ministro da Saúde interino, Eduardo Pazuello, a Portaria 2282 regulamenta violência institucional e incentiva abortos clandestinos ",False,,,
2421,20581,B1245,2020-01-09,Você tem todo o direito de achar o especial de Natal da Porta dos Fundos ofensivo e criticar\n\nMas entenda: é inaceitável a justiça obrigar a Netflix a retirar o especial do ar. Não cabe à justiça determinar o que as pessoas podem ver. É um precedente perigoso\n\nCensura nunca mais!,False,,,
2422,7725,B1129,2020-02-29,O reforço contribui para o trabalho dos operadores da Segurança Pública em nosso estado e mostra o compromisso do presidente Jair Bolsonaro com este importante setor do serviço público.\n \n#deputadocoronelazevedo #equipamentos #segurançapública #secretarianacional #governofederal,False,,,
2423,22431,B2161,2020-08-05,Bolsonaro etnocida será obrigado a garantir condições mínimas de proteção aos povos indígenas (barreiras sanitárias para aldeias isoladas e proteção contra invasões) durante a pandemia! Decisão unânime do STF que aceitou a ADPF apresentada pela @ApibOficial! Importante vitória! ,False,,,
2424,13711,B2848,2020-04-21,"Governador @EduardoLeite_ em apresentação por live mostrando a diminuição do número de casos e dos óbitos nas últimas duas semanas, apresentando um gráfico com@uma curva descendente.",False,,,
2425,30268,B6080,2020-09-28,#28deSetembro #LegalizacaoDoAborto\n#VeraPSTU16 #SaopauloPrecisaDeRevoluçãoSocialista #OperariaNegraSocialista ,False,,,
2426,1500,A1499,2020-12-02,"Aprovamos agora na Câmara, com meu apoio, a MP que libera quase 2 bilhões para que a Fiocruz faça a importação de insumos e tecnologia para fabricação da vacina da AstraZeneca/Oxford e possa fornecer mais de 100 milhões de doses a partir de janeiro.",True,favorable,positive,false
2427,13747,B2886,2020-06-22,"@EduPaganella Aplicação de multa precisa ter embasamento jurídico, não sanitário, Paganella. Não estou questionando a tua informação. Estou questionando a inexistência de previsão jurídica para privação de pena sem previsão expressa. Qualquer multa cairia na Justiça ✌🏼",False,,,
2428,16667,B5206,2020-10-26,@Amatuzzi Não vamos liberar até termos segurança sanitária. As particulares são de alçada do Conselho Estadual de Educação.,False,,,
2429,14996,B3558,2020-04-16,"Algumas pessoas me perguntando sobre a volta às aulas que me referi em um dos tweets anteriores. Estava falando sobre a experiência italiana, em cidades que demoraram a se isolar e por isso tiveram milhares de óbitos. Vamos fazer nossa parte para que isso não aconteça por aqui",False,,,
2430,23900,B3343,2020-04-13,"O estrago pode ser gde.\nAntonioBarra q teria apoiado a derrubada da portaria do Min.daSaúde q,em março,recomendou isolamento p/quem retorna do exterior.\nTb não viu nada demais na continuidade dos cruzeiros internacionais.\nAnvisa impediu barreiras sanitárias nos aeroportos intern.",False,,,
2431,20655,B1321,2020-07-12,"Parem de falar em imunidade de rebanho. A maior soroprevalência em Manaus foi à custa de uma imensa mortalidade comparada à de  São Paulo. Isso, sem contar as possíveis sequelas da COVID-19 nos sobreviventes.  ",True,unclear,negative,false
2432,1652,A1651,2020-03-11,Seguidores de Olavo de Carvalho vão tomar a vacina? 😆,True,unclear,negative,false
2433,18949,B282,2020-04-18,"O @psolnacamara está na linha de frente contra as atitudes de Bolsonaro q contrariam a ciência e as recomendações das entidades sanitárias do Brasil e do mundo p/conter o espalhamento da COVID-19. Enquanto ele promove o caos, nós trabalhamos para cuidar do Brasil! #Equipe ",False,,,
2434,16526,B5024,2020-12-17,Aprovamos ontem na Lei de Diretrizes Orçamentárias (LDO) uma emenda de minha autoria que assegura a construção de 250 centros especializados para tratamento do espectro-autismo em todo Brasil. Os centros serão construídos com recursos que já havíamos aprovado ,False,,,
2435,12580,B2504,2020-12-07,Projeto da prefeitura de Curitiba prevê multas de até R$150 mil p/ quem descumprir medidas sanitárias impostas por decreto. É extorsão! Mas p/ os empresários do transporte coletivo + 6 meses de auxílio emergencial ao custo de R$ 102 MI!! E o povo espremido nos ônibus! Não aceito. ,False,,,
2436,8316,B923,2020-10-29,@rubinhomartins É um protótipo que fizemos para mostrar que é possível substituir carroças por modelo com bicicleta acoplado! Uma opção viável e barata para acabar com a crueldade animal. Mas realmente tô enferrujado 😅,False,,,
2437,15312,B3797,2020-06-11,"Necropolítica de Bolsonaro segue dando frutos. Brasil é o país agora com o maior número de mortes \ndiárias. Nesta quarta, foram 1.300 óbitos em 24h. Hoje devemos ultrapassar marca de 40 mil mortes. Se puder, fica em casa. #COVID19 #ForaBolsonaroGenocida #ficaemcasa",False,,,
2438,25949,B4770,2020-04-29,"O racismo estrutural brasileiro também está expresso na pandemia. Os índices de mortalidade são maiores entre os pobres, conquentemente, entre os negros. Por isso, nosso projeto de fila única para internação nas UTIs é importante e urgente. ",False,,,
2439,1178,A1177,2020-06-17,"“Tudo da Fiocruz envolve LGBTI. Eles tem um pênis na porta, tapetes do Che Guevara, as salas são figurinhas do Lula Livre, Marielle vive.” A revista Piauí revela áudio que a única médica do alto escalão do Ministério da Saúde enviou no Whatsapp. Esse governo é um chorume sem fim.",False,,,
2440,27838,B5395,2020-05-16,60 dias de crise sanitária no Ceará. Confira um balanço das nossas atividades em nosso site. \n\n ,False,,,
2441,17853,B6174,2020-06-03,"Médicos paraibanos apelam ao Governo do Estado e prefeitos acerca da implementação do Protocolo de Tratamento Precoce do Covid-19, com o uso de Hidroxicloroquina + Azitromicina + Ivermectna +Zinco. \n\nDe parabéns a esses valorosos médicos sempre em favor da vida e da saúde.",True,unclear,positive,false
2442,1521,A1520,2020-12-10,"@Ever_colorado É uma discussão que a ciência tem tido em todo o mundo. Pq não priorizar os jovens, que são quem transmite para os idosos. Mas a verdade é que ainda há muitas incertezas, e a única certeza é que nossos idosos estão morrendo por covid e precisamos vacina-los urgentemente",True,favorable,negative,false
2443,25050,B4389,2020-11-26,"Minha experiência de 27 anos de profissão com saúde mental me obriga a falar a verdade, estamos sendo adoecidos propositadamente, pois se tivessemos tratamento precoce nada disso aconteceria, lutem pelo Tratamento precoce e ATENDIMENTO  PRECOCE, é nossa única  esperança.",True,unclear,negative,false
2444,16673,B5212,2020-11-12,"Grande alegria em encontrar os valorosos servidores da FAS. Verdadeiros anjos da cidade, dedicam suas vidas pelo bem do próximo, acolhendo os desvalidos. #CuritibaHumanitária Tornando Curitiba mais justa e igualitária. #VivaAFas #VibraCuritibaEmNossoCoração #Greca25 ",False,,,
2445,23539,B3095,2020-08-19,"A decisão da prefeitura, de reiniciar o calendário escolar, é o caso mais emblemático da péssima gestão de Bruno Covas. Não se trata apenas de desdenhar das autoridades sanitárias, é também prova do desprezo que o prefeito e o seu partido têm pela educação pública. ",False,,,
2446,16593,B5123,2020-04-20,"#CuritibaContraVirus  A velocidade da informação é inimiga da ética. Nunca disse isto que estampam no post. Nossa Cidade ditosamente ficou 25 dias sem nenhum óbito de corona virus, mas agora já tem 9 õbitos. Nossa luta é para #NãoPerderMaisNinguém. #XôSafadeza ",False,,,
2447,20590,B1254,2020-03-10,Cuidar dos pobres é barato. Incluir o pobre no orçamento não custa nada. E ainda dá retorno. Enquanto o rico custa caro e ainda dá golpe.,False,,,
2448,28363,B5596,2020-11-11,"Isso implica em garantir algumas precauções sanitárias como pontos de higienização, testagem e também melhor infraestrutura com ventilação adequada nas salas de aula.\nNos casos em que não for possível, vou oferecer ensino à distância para os alunos",False,,,
2449,24981,B4281,2020-08-12,Maior infectologista do mundo diz que cloroquina é a cura para o coronavírus - Melodia NEWS ,True,unclear,positive,false
2450,1138,A1137,2020-11-03,"@RosangelaPagan3 Não acredito em obrigatoriedade. Acho que o Estado tem maneiras mais eficientes de promover a vacinação, como campanhas informativas",True,unfavorable,negative,false
2451,24969,B4269,2020-07-04,"Novo estudo: cloroquina reduz “significativamente” a taxa de mortalidade da Covid-19  via @Opinião Crítica - Comentário, notícias e comportamento",True,unclear,positive,false
2452,20836,B642,2020-09-25,A crise da pandemia afetou a população e foi agravada pela falta de cuidado dos atuais gestores do Rio de Janeiro. Faltam ações efetivas e humanitárias para acolher os moradores em situação de rua. O Rio precisa de mais atenção e amor aos cariocas.\n\n,False,,,0
2453,1234,A1233,2020-11-12,"Em uma segunda onda de Covid, eu vou fazer testes em massa. A prefeitura tem 19 bi em caixa, vou pegar 1,2 bi para testar todo mundo. Quando sair a vacina, sou favorável que seja obrigatória. #JilmarTattonaCNN",True,favorable,positive,false
2454,13742,B2881,2020-06-17,"Venho cobrando isso há mais de um mês. Decreto do prefeito contraria obrigatoriedade estadual do uso de máscara e enfatiza que só é obrigatório o uso no transporte coletivo. E nunca o cobraram em uma entrevista sobre isso, nunca o perguntaram sobre esse erro... ",False,,,
2455,23894,B3329,2020-01-21,"INEXPLICÁVEL! \nCampanhas eleitorais ficaram infinitamente mais baratas com o uso das mídias sociais. Eleições  municipais são mais localizadas, de conhecimento direto do público local.... mas o fundo eleitoral absorvendo mais dinheiro público. Gastos em baixa e Fundão em alta.",False,,,
2456,8182,B880,2020-04-04,"@fraiman Eu assisti uma matéria sobre carência de vitamina D nos mortos por COVID na Itália. Realmente, para a comprovação é necessário comparar os índices com um grupo de controle utilizando uma Análise de Variância. A questão é tempo.",True,unclear,negative,false
